order_id,order_date,customer_name,product_name,quantity,unit_price,updated_at
1301,2026-03-22,Han,Speaker,4,39000,2026-03-22 20:23:32
1302,2026-05-24,Choi,Router,2,56000,2026-05-24 09:17:28
1303,2026-03-05,Jung,Webcam,1,45000,2026-03-05 14:55:39
1304,2026-04-18,Yoon,USB Hub,3,14000,2026-04-18 19:20:12
1305,2026-02-10,Hwang,Power Strip,4,11000,2026-02-10 12:31:01
1306,2026-01-24,Seo,Power Strip,4,9000,2026-01-24 11:37:22
1307,2026-01-13,Lee,Printer,4,152000,2026-01-13 18:43:30
1308,2026-03-15,Song,Keyboard,1,31000,2026-03-15 10:56:16
1309,2026-07-06,Oh,Chair,3,218000,2026-07-06 14:03:36
1310,2026-05-24,Cho,Speaker,5,40000,2026-05-24 09:24:32
1311,2026-04-26,Song,External SSD,5,95000,2026-04-26 17:07:08
1312,2026-01-25,Seo,Speaker,3,42000,2026-01-25 13:48:09
1313,2026-02-20,Jeon,Power Strip,4,12000,2026-02-20 08:02:02
1314,2026-02-05,Han,Charger,5,19000,2026-02-05 10:38:57
1315,2026-05-12,Jung,Router,5,55000,2026-05-12 10:25:39
1316,2026-07-09,Lim,Graphics Card,3,502000,2026-07-09 16:34:31
1317,2026-07-01,Ryu,Printer,4,148000,2026-07-01 13:21:43
1318,2026-01-29,Shin,Graphics Card,3,505000,2026-01-29 19:40:01
1319,2026-06-02,Hwang,External SSD,5,92000,2026-06-02 11:46:03
1320,2026-05-30,Hwang,USB Hub,5,17000,2026-05-30 19:39:49
1321,2026-04-08,Jung,Desk Lamp,1,22000,2026-04-08 19:07:12
1322,2026-01-05,Kwon,Router,4,54000,2026-01-05 14:44:13
1323,2026-04-16,Ahn,RAM 16GB,4,70000,2026-04-16 19:03:45
1324,2026-02-05,Ahn,Laptop Stand,5,25000,2026-02-05 18:30:33
1325,2026-04-07,Han,USB Hub,4,14000,2026-04-07 13:34:22
1326,2026-06-23,Jang,RAM 16GB,4,64000,2026-06-23 11:17:35
1327,2026-03-18,Yoon,Printer,3,155000,2026-03-18 11:44:45
1328,2026-05-06,Han,Charger,3,20000,2026-05-06 20:46:17
1329,2026-03-15,Choi,Graphics Card,5,501000,2026-03-15 14:52:22
1330,2026-02-07,Lim,Mouse,3,20000,2026-02-07 09:22:59
1331,2026-04-24,Jang,Charger,2,17000,2026-04-24 16:17:59
1332,2026-05-24,Jang,Headset,1,62000,2026-05-24 19:37:15
1333,2026-03-04,Lee,Power Strip,2,15000,2026-03-04 11:03:06
1334,2026-04-16,Han,Charger,1,23000,2026-04-16 20:08:00
1335,2026-05-21,Kang,Desk,4,301000,2026-05-21 18:12:48
1336,2026-03-15,Han,Printer,1,148000,2026-03-15 18:36:14
1337,2026-05-17,Lee,USB Hub,4,11000,2026-05-17 08:53:25
1338,2026-05-07,Kang,Printer,1,148000,2026-05-07 12:36:38
1339,2026-01-28,Han,Printer,4,155000,2026-01-28 16:33:31
1340,2026-02-04,Ahn,Tablet,3,449000,2026-02-04 20:07:21
1341,2026-02-11,Kwon,External SSD,2,88000,2026-02-11 19:21:50
1342,2026-03-17,Ryu,Laptop Stand,2,27000,2026-03-17 18:57:25
1343,2026-04-20,Ahn,Router,1,56000,2026-04-20 18:06:11
1344,2026-02-05,Hwang,Router,2,53000,2026-02-05 12:24:15
1345,2026-04-25,Jang,Router,3,57000,2026-04-25 19:36:00
1346,2026-03-08,Oh,Desk Lamp,1,25000,2026-03-08 09:29:19
1347,2026-02-10,Seo,Power Strip,3,15000,2026-02-10 09:40:58
1348,2026-03-17,Oh,RAM 16GB,2,64000,2026-03-17 10:30:09
1349,2026-04-27,Jeon,Speaker,4,45000,2026-04-27 16:58:30
1350,2026-05-18,Cho,Desk Lamp,5,18000,2026-05-18 16:28:33
1351,2026-06-30,Oh,Monitor,5,178000,2026-06-30 08:53:35
1352,2026-05-10,Cho,Graphics Card,5,499000,2026-05-10 10:20:54
1353,2026-05-14,Kwon,Webcam,2,50000,2026-05-14 17:31:05
1354,2026-05-11,Kwon,Mouse,4,14000,2026-05-11 16:26:29
1355,2026-05-25,Lee,Microphone,4,75000,2026-05-25 20:19:46
1356,2026-01-06,Seo,External SSD,1,95000,2026-01-06 11:37:04
1357,2026-01-12,Shin,Speaker,1,42000,2026-01-12 08:59:57
1358,2026-01-18,Hwang,Mouse,3,16000,2026-01-18 10:49:08
1359,2026-06-14,Shin,Speaker,4,41000,2026-06-14 14:24:05
1360,2026-06-24,Song,Headset,3,58000,2026-06-24 10:34:25
1361,2026-05-16,Jung,Desk Lamp,1,18000,2026-05-16 12:29:43
1362,2026-07-04,Song,Desk,5,301000,2026-07-04 11:15:29
1363,2026-03-30,Jung,External SSD,2,95000,2026-03-30 20:07:02
1364,2026-06-19,Shin,RAM 16GB,1,64000,2026-06-19 11:04:06
1365,2026-06-02,Lee,Tablet,5,455000,2026-06-02 19:55:03
1366,2026-03-04,Lee,Chair,4,219000,2026-03-04 16:13:48
1367,2026-01-15,Jung,Power Strip,3,9000,2026-01-15 19:36:20
1368,2026-05-28,Jeon,Router,2,55000,2026-05-28 10:42:33
1369,2026-02-26,Shin,Printer,3,148000,2026-02-26 16:37:56
1370,2026-07-08,Kang,Desk,5,301000,2026-07-08 08:22:41
1371,2026-06-21,Seo,Power Strip,3,15000,2026-06-21 14:26:09
1372,2026-03-18,Seo,USB Hub,5,13000,2026-03-18 11:54:14
1373,2026-03-18,Jung,Tablet,1,452000,2026-03-18 14:26:35
1374,2026-05-16,Jung,Chair,2,220000,2026-05-16 11:21:41
1375,2026-01-21,Kwon,Speaker,1,42000,2026-01-21 19:53:12
1376,2026-01-14,Jang,Chair,5,222000,2026-01-14 08:55:04
1377,2026-02-18,Ryu,Microphone,2,71000,2026-02-18 11:55:58
1378,2026-03-27,Lim,Keyboard,2,29000,2026-03-27 19:07:47
1379,2026-05-03,Yoon,RAM 16GB,2,66000,2026-05-03 11:35:20
1380,2026-03-14,Seo,Tablet,5,455000,2026-03-14 13:19:16
1381,2026-04-03,Ahn,Charger,4,16000,2026-04-03 20:46:30
1382,2026-03-23,Cho,Speaker,3,41000,2026-03-23 08:36:55
1383,2026-02-26,Jung,Keyboard,3,32000,2026-02-26 17:37:46
1384,2026-04-17,Lim,Headset,2,60000,2026-04-17 11:24:36
1385,2026-03-04,Hwang,Microphone,3,70000,2026-03-04 20:52:31
1386,2026-07-05,Hwang,Tablet,2,455000,2026-07-05 20:22:10
1387,2026-02-05,Song,Charger,2,20000,2026-02-05 18:03:33
1388,2026-01-09,Park,Mouse,1,16000,2026-01-09 10:53:40
1389,2026-03-01,Park,Headset,1,59000,2026-03-01 16:29:23
1390,2026-01-16,Jeon,RAM 16GB,4,70000,2026-01-16 15:01:00
1391,2026-05-17,Song,Desk,1,298000,2026-05-17 16:46:17
1392,2026-05-18,Lim,Keyboard,5,35000,2026-05-18 18:27:51
1393,2026-02-15,Choi,Webcam,5,44000,2026-02-15 11:12:39
1394,2026-05-15,Jang,Speaker,3,41000,2026-05-15 09:23:25
