order_id,order_date,customer_name,product_name,quantity,unit_price,updated_at
1401,2026-05-31,Jung,Chair,1,220000,2026-05-31 10:36:15
1402,2026-05-26,Seo,Microphone,3,71000,2026-05-26 20:47:08
1403,2026-06-26,Park,Power Strip,3,8000,2026-06-26 09:27:14
1404,2026-01-20,Han,RAM 16GB,5,67000,2026-01-20 14:49:20
1405,2026-01-08,Jang,Tablet,4,449000,2026-01-08 13:35:24
1406,2026-04-21,Kang,Graphics Card,4,498000,2026-04-21 20:39:18
1407,2026-03-05,Park,Monitor,3,179000,2026-03-05 14:45:50
1408,2026-06-12,Jung,Chair,3,220000,2026-06-12 09:05:00
1409,2026-03-20,Kwon,Speaker,3,38000,2026-03-20 10:05:11
1410,2026-04-21,Kwon,Microphone,5,72000,2026-04-21 14:06:01
1411,2026-01-23,Oh,Microphone,1,72000,2026-01-23 17:50:20
1412,2026-04-09,Kim,Printer,4,151000,2026-04-09 20:05:46
1413,2026-05-24,Yoon,Graphics Card,5,499000,2026-05-24 18:24:10
1414,2026-02-05,Jang,Printer,3,151000,2026-02-05 10:04:10
1415,2026-04-22,Jang,Desk,3,301000,2026-04-22 20:04:23
1416,2026-03-06,Yoon,Charger,5,20000,2026-03-06 11:29:06
1417,2026-02-04,Lim,Keyboard,4,30000,2026-02-04 17:24:51
1418,2026-03-26,Kwon,Router,4,60000,2026-03-26 17:08:19
1419,2026-03-24,Jeon,Laptop Stand,4,25000,2026-03-24 10:25:20
1420,2026-03-16,Hwang,Graphics Card,2,500000,2026-03-16 14:17:52
1421,2026-04-11,Oh,Webcam,5,44000,2026-04-11 17:34:11
1422,2026-06-24,Song,Keyboard,4,35000,2026-06-24 11:28:51
1423,2026-03-16,Park,Desk,4,299000,2026-03-16 18:19:15
1424,2026-03-06,Jung,Desk,4,298000,2026-03-06 15:38:30
1425,2026-05-30,Seo,Microphone,5,75000,2026-05-30 14:34:02
1426,2026-04-03,Song,RAM 16GB,1,63000,2026-04-03 20:15:42
1427,2026-06-20,Oh,USB Hub,5,10000,2026-06-20 17:41:43
1428,2026-06-15,Seo,Router,4,53000,2026-06-15 08:06:16
1429,2026-02-26,Ahn,Power Strip,5,12000,2026-02-26 19:36:14
1430,2026-04-25,Oh,Chair,4,225000,2026-04-25 17:44:32
1431,2026-02-08,Oh,Keyboard,4,28000,2026-02-08 12:26:58
1432,2026-01-22,Choi,Headset,3,60000,2026-01-22 13:29:50
1433,2026-02-22,Ahn,Charger,3,19000,2026-02-22 09:28:46
1434,2026-06-28,Kwon,Router,1,55000,2026-06-28 08:51:45
1435,2026-01-30,Kim,Router,1,60000,2026-01-30 20:10:59
1436,2026-07-09,Yoon,Power Strip,2,12000,2026-07-09 10:21:35
1437,2026-04-20,Kwon,Desk Lamp,4,25000,2026-04-20 10:11:40
1438,2026-06-18,Shin,Chair,1,225000,2026-06-18 17:56:12
1439,2026-04-26,Ryu,Desk,4,298000,2026-04-26 19:13:13
1440,2026-03-13,Park,Graphics Card,1,502000,2026-03-13 10:23:20
1441,2026-02-20,Kwon,Webcam,3,50000,2026-02-20 15:33:40
1442,2026-03-22,Jeon,Chair,5,221000,2026-03-22 17:07:22
1443,2026-04-01,Kwon,RAM 16GB,2,70000,2026-04-01 19:51:19
1444,2026-06-07,Ryu,Monitor,2,180000,2026-06-07 09:15:19
1445,2026-01-30,Kang,Speaker,2,42000,2026-01-30 14:26:38
1446,2026-02-05,Ryu,Chair,4,219000,2026-02-05 15:40:34
1447,2026-06-27,Kang,Microphone,2,71000,2026-06-27 12:08:11
1448,2026-03-22,Kwon,RAM 16GB,1,65000,2026-03-22 08:31:08
1449,2026-02-19,Seo,Microphone,5,75000,2026-02-19 15:26:43
1450,2026-05-06,Shin,Tablet,4,449000,2026-05-06 09:36:01
1451,2026-02-26,Lim,Mouse,3,14000,2026-02-26 16:18:10
1452,2026-04-28,Ryu,Charger,5,20000,2026-04-28 09:36:07
1453,2026-03-10,Song,Speaker,5,38000,2026-03-10 20:46:28
1454,2026-05-20,Cho,Desk,1,305000,2026-05-20 18:48:15
1455,2026-03-18,Lee,Tablet,3,450000,2026-03-18 09:28:55
1456,2026-01-31,Yoon,Laptop Stand,5,30000,2026-01-31 13:55:45
1457,2026-06-06,Shin,USB Hub,5,11000,2026-06-06 20:13:52
1458,2026-02-22,Lee,Graphics Card,3,502000,2026-02-22 12:38:34
1459,2026-02-13,Han,Printer,3,152000,2026-02-13 12:54:32
1460,2026-06-23,Choi,Headset,4,58000,2026-06-23 12:55:41
1461,2026-02-02,Jung,Desk Lamp,2,25000,2026-02-02 13:53:15
1462,2026-06-23,Seo,Charger,2,20000,2026-06-23 18:17:40
1463,2026-04-17,Seo,Tablet,1,455000,2026-04-17 20:56:49
1464,2026-01-24,Seo,Power Strip,3,15000,2026-01-24 13:29:31
1465,2026-03-25,Ryu,Keyboard,1,35000,2026-03-25 15:40:42
1466,2026-06-28,Oh,Monitor,5,181000,2026-06-28 11:27:52
1467,2026-02-24,Hwang,External SSD,3,90000,2026-02-24 13:35:36
1468,2026-02-03,Ryu,Charger,3,23000,2026-02-03 20:03:02
1469,2026-01-26,Kwon,Keyboard,1,29000,2026-01-26 15:29:00
1470,2026-04-20,Cho,Headset,3,59000,2026-04-20 12:05:41
1471,2026-04-03,Jang,Monitor,3,185000,2026-04-03 18:10:03
1472,2026-04-12,Lim,Desk Lamp,4,25000,2026-04-12 09:45:06
1473,2026-01-01,Cho,Charger,1,17000,2026-01-01 17:14:33
1474,2026-06-24,Kwon,Keyboard,1,35000,2026-06-24 13:52:07
1475,2026-04-19,Jung,Charger,1,17000,2026-04-19 14:05:46
1476,2026-01-27,Choi,Router,3,55000,2026-01-27 10:24:49
1477,2026-02-04,Jung,Monitor,5,182000,2026-02-04 08:39:41
1478,2026-02-12,Kwon,Speaker,2,45000,2026-02-12 19:09:58
1479,2026-04-16,Jeon,Tablet,2,448000,2026-04-16 09:08:48
1480,2026-02-01,Ryu,Chair,3,221000,2026-02-01 13:50:08
1481,2026-03-05,Jang,Monitor,2,182000,2026-03-05 17:38:46
1482,2026-06-05,Lim,Keyboard,3,29000,2026-06-05 16:38:32
1483,2026-02-18,Seo,Printer,1,149000,2026-02-18 15:24:07
