order_id,order_date,customer_name,product_name,quantity,unit_price,updated_at
1001,2026-06-13,Choi,Keyboard,3,29000,2026-06-13 11:08:47
1002,2026-01-27,Song,Monitor,5,181000,2026-01-27 08:01:05
1003,2026-02-25,Yoon,Power Strip,5,8000,2026-02-25 16:12:45
1004,2026-06-16,Song,Desk,2,301000,2026-06-16 17:17:51
1005,2026-01-02,Kang,Desk,3,300000,2026-01-02 10:13:48
1006,2026-03-28,Choi,Monitor,4,178000,2026-03-28 13:54:22
1007,2026-06-04,Jang,Mouse,4,17000,2026-06-04 09:59:24
1008,2026-01-21,Song,Printer,5,150000,2026-01-21 17:12:45
1009,2026-01-18,Lee,Desk Lamp,3,18000,2026-01-18 11:55:06
1010,2026-04-08,Jang,Tablet,3,449000,2026-04-08 13:22:13
1011,2026-06-21,Jang,Monitor,5,185000,2026-06-21 10:34:46
1012,2026-03-04,Kang,Tablet,4,450000,2026-03-04 18:44:35
1013,2026-02-26,Han,Mouse,2,13000,2026-02-26 20:20:25
1014,2026-03-10,Park,Laptop Stand,5,30000,2026-03-10 13:13:41
1015,2026-05-08,Seo,Tablet,2,450000,2026-05-08 10:15:47
1016,2026-05-24,Song,External SSD,5,91000,2026-05-24 17:25:23
1017,2026-02-26,Jung,Power Strip,4,8000,2026-02-26 20:03:55
1018,2026-01-29,Jung,USB Hub,4,14000,2026-01-29 09:24:24
1019,2026-06-02,Kwon,Power Strip,3,12000,2026-06-02 08:43:46
1020,2026-01-30,Song,External SSD,3,88000,2026-01-30 12:27:10
1021,2026-04-27,Kim,External SSD,5,89000,2026-04-27 16:58:06
1022,2026-06-10,Lim,Power Strip,5,9000,2026-06-10 10:23:48
1023,2026-02-11,Song,Power Strip,1,12000,2026-02-11 13:31:01
1024,2026-01-29,Oh,Printer,2,148000,2026-01-29 11:56:36
1025,2026-01-21,Park,Charger,1,20000,2026-01-21 20:08:08
1026,2026-06-18,Hwang,Microphone,2,70000,2026-06-18 16:55:38
1027,2026-04-19,Cho,Microphone,2,75000,2026-04-19 12:25:42
1028,2026-06-16,Oh,Tablet,5,451000,2026-06-16 09:15:14
1029,2026-01-17,Han,Keyboard,5,32000,2026-01-17 11:37:14
1030,2026-01-02,Park,Mouse,2,13000,2026-01-02 08:55:21
1031,2026-01-19,Ahn,Desk Lamp,3,25000,2026-01-19 15:13:34
1032,2026-02-03,Ryu,Graphics Card,4,499000,2026-02-03 20:30:51
1033,2026-04-15,Cho,Webcam,1,50000,2026-04-15 14:22:27
1034,2026-04-16,Kwon,Mouse,1,13000,2026-04-16 14:46:21
1035,2026-01-28,Yoon,Laptop Stand,2,27000,2026-01-28 15:08:27
1036,2026-02-16,Jang,Tablet,2,448000,2026-02-16 15:51:55
1037,2026-05-21,Choi,Mouse,5,13000,2026-05-21 09:59:48
1038,2026-03-02,Kang,Desk,4,301000,2026-03-02 11:55:25
1039,2026-01-16,Kang,Chair,1,221000,2026-01-16 12:59:50
1040,2026-04-27,Lim,Desk,5,305000,2026-04-27 19:31:09
1041,2026-02-18,Lim,Laptop Stand,1,27000,2026-02-18 19:34:03
1042,2026-03-22,Lee,Mouse,5,16000,2026-03-22 16:58:54
1043,2026-05-16,Kang,Mouse,5,13000,2026-05-16 10:04:38
1044,2026-01-18,Yoon,Chair,1,222000,2026-01-18 11:37:38
1045,2026-01-11,Jeon,Monitor,4,185000,2026-01-11 17:36:33
1046,2026-03-22,Jang,Laptop Stand,3,24000,2026-03-22 12:25:08
1047,2026-06-21,Lim,Tablet,3,448000,2026-06-21 08:29:39
1048,2026-05-25,Choi,Monitor,5,179000,2026-05-25 16:16:08
1049,2026-03-31,Park,Desk Lamp,3,20000,2026-03-31 10:28:53
1050,2026-05-20,Lim,RAM 16GB,5,63000,2026-05-20 18:52:35
1051,2026-03-18,Choi,Headset,3,58000,2026-03-18 09:47:35
1052,2026-02-09,Jang,Printer,5,149000,2026-02-09 19:21:13
1053,2026-06-25,Jang,Power Strip,4,10000,2026-06-25 08:05:40
1054,2026-04-19,Jang,Mouse,1,15000,2026-04-19 20:08:40
1055,2026-03-09,Kang,Tablet,5,455000,2026-03-09 14:35:00
1056,2026-01-29,Park,Headset,5,58000,2026-01-29 13:37:35
1057,2026-02-07,Shin,Headset,1,60000,2026-02-07 13:57:59
1058,2026-01-11,Oh,Laptop Stand,2,30000,2026-01-11 09:22:49
1059,2026-05-24,Shin,RAM 16GB,2,64000,2026-05-24 10:51:51
1060,2026-02-15,Shin,Keyboard,2,35000,2026-02-15 13:50:59
1061,2026-04-16,Yoon,External SSD,2,95000,2026-04-16 09:24:55
1062,2026-01-10,Hwang,Desk Lamp,2,21000,2026-01-10 13:19:52
1063,2026-02-28,Yoon,Keyboard,2,31000,2026-02-28 13:17:55
1064,2026-01-18,Jang,Speaker,5,41000,2026-01-18 18:53:34
1065,2026-03-26,Kim,Webcam,3,44000,2026-03-26 17:16:02
1066,2026-01-28,Jeon,Desk,3,305000,2026-01-28 20:20:27
1067,2026-06-05,Ahn,Webcam,4,47000,2026-06-05 11:16:02
1068,2026-07-01,Shin,Keyboard,5,32000,2026-07-01 18:46:47
1069,2026-07-08,Cho,Speaker,4,38000,2026-07-08 18:58:21
1070,2026-06-09,Han,Webcam,3,47000,2026-06-09 12:42:26
1071,2026-03-25,Seo,Printer,5,149000,2026-03-25 11:26:42
1072,2026-04-08,Kang,RAM 16GB,5,65000,2026-04-08 14:35:53
1073,2026-01-01,Lim,Printer,2,151000,2026-01-01 20:37:38
1074,2026-06-17,Han,Tablet,4,451000,2026-06-17 18:13:32
1075,2026-05-02,Kang,Monitor,3,182000,2026-05-02 18:40:39
1076,2026-03-27,Park,Desk Lamp,3,19000,2026-03-27 20:12:09
1077,2026-01-07,Lee,Desk Lamp,4,22000,2026-01-07 20:04:29
1078,2026-04-17,Ryu,Laptop Stand,4,26000,2026-04-17 14:15:09
1079,2026-06-17,Kim,Webcam,4,44000,2026-06-17 10:51:44
1080,2026-05-13,Kwon,Mouse,5,14000,2026-05-13 09:29:08
1081,2026-04-29,Ahn,Microphone,5,70000,2026-04-29 20:57:28
1082,2026-06-06,Ahn,Desk,5,301000,2026-06-06 10:47:55
1083,2026-05-02,Kwon,External SSD,2,95000,2026-05-02 12:49:49
1084,2026-05-14,Hwang,Desk Lamp,3,21000,2026-05-14 09:45:18
1085,2026-03-02,Jang,Router,3,57000,2026-03-02 09:08:09
1086,2026-03-01,Seo,Headset,2,58000,2026-03-01 14:26:21
1087,2026-05-19,Kwon,Desk,1,299000,2026-05-19 14:24:57
1088,2026-05-30,Kim,Graphics Card,4,501000,2026-05-30 08:22:19
1089,2026-04-10,Shin,Microphone,5,72000,2026-04-10 11:31:14
1090,2026-03-11,Shin,Charger,1,19000,2026-03-11 13:42:43
1091,2026-04-14,Kang,Tablet,2,452000,2026-04-14 16:01:58
1092,2026-04-11,Ryu,Graphics Card,1,498000,2026-04-11 18:27:08
1093,2026-04-29,Kang,Mouse,3,16000,2026-04-29 13:13:29
1094,2026-03-25,Han,Chair,3,221000,2026-03-25 12:53:05
1095,2026-05-01,Kim,Microphone,1,70000,2026-05-01 11:41:04
1096,2026-06-16,Lee,Keyboard,2,29000,2026-06-16 08:39:09
1097,2026-03-03,Jung,Charger,1,20000,2026-03-03 11:29:44
1098,2026-03-07,Oh,USB Hub,5,14000,2026-03-07 19:45:07
1099,2026-02-11,Lim,Webcam,5,43000,2026-02-11 12:36:43
1100,2026-04-07,Seo,Laptop Stand,1,27000,2026-04-07 19:53:40
